id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair,mSBERT_score,LaBSE_score
7742,"যখন যেমন, তখন তেমন",অবস্থা বুঝে ব্যবস্থা; যে সময়ে যেরকম আবশ্যক সেই সময়ে সেইরূপ,"When in Rome, do as the Romans do', 'Play it by ear",,HIGH,False,bn-en,,
7743,যখনকার তখন,সাময়িক; যে সময়ের সেই সময়,"For the time being', 'At that moment",,HIGH,False,bn-en,,
7744,"যখনকার যা, তখনকার তা",যথোচিত ব্যবস্থা; যখন যা আবশ্যক তাই করা উচিত; যে সময়ের কাজ সেই সময়ে করা উচিত,"A time and place for everything', 'Different times call for different measures",,HIGH,False,bn-en,,
7745,যখন যখন,যে যে সময়ে,"whenever', 'every time",,HIGH,False,bn-en,,
7746,যজ্ঞবাড়ী,বিরাট আয়োজন,"A big to-do', 'Grand affair",,HIGH,False,bn-en,,
7747,যজ্ঞের ঘোড়া,অসহায় বা বিপন্ন ব্যক্তি,"lamb to the slaughter', 'sitting duck",,HIGH,False,bn-en,,
7748,যৎকিঞ্চিৎ,অত্যল্প/তুচ্ছ পরিমাণ,"a drop in the bucket', 'a smidgen', 'a tiny bit",,HIGH,False,bn-en,,
7749,যৎপরোনাস্তি,অত্যন্ত; নিরতিশয়,"to the utmost', 'to the nth degree', 'beyond measure",,HIGH,False,bn-en,,
7750,যত গর্জে তত বর্ষে না,আড়ম্বর বা আয়োজনের তুলনায় কম কাজ হওয়া,"All bark and no bite', 'Much ado about nothing",,HIGH,False,bn-en,,
7751,যতক্ষণ মধু ততক্ষণ ভ্রমর,স্বার্থপর বন্ধুত্ব,"Fair-weather friend', 'A friend in need is a friend indeed (contrasting)",,HIGH,False,bn-en,,
7752,যত নষ্টের গোড়া,সব অনাসৃষ্টি বা অনিষ্টের কারণ; বিষম অনিষ্টকারী,"The root of all evil', 'Source of all trouble",,HIGH,False,bn-en,,
7753,যত বড় মুখ নয় তত বড় কথা,অন্যায় অশোভন স্পর্ধা; উদ্ধত স্পর্ধিত কথাবার্তা,"All talk and no action', 'Big mouth",,HIGH,False,bn-en,,
7754,যতনে রতন মেলে,চেষ্টা করলে সুফল বা শুভফল পাওয়া যায়,"Hard work pays off', ""Where there's a will, there's a way",,HIGH,False,bn-en,,
7755,যত্ন আত্তি,সমাদর ও সন্তোষ বিধান,"Tender loving care', 'Handle with kid gloves",,HIGH,False,bn-en,,
7756,যত্র আয় তত্র ব্যয়,"আয়ের কিছুই জমে না এমন অবস্থা, যা আয় হয় তার সবটাই খরচ হয়ে যায়; অবিবেচনাপ্রসূত কাজ; অসঞ্চয়ের লক্ষণ","Live hand to mouth', 'Live paycheck to paycheck",,HIGH,False,bn-en,,
7757,যত্রতত্র,"ভালোমন্দ বিচার না করে যেকোন স্থানে, সর্বত্র","Here, there, and everywhere', 'All over the place",,HIGH,False,bn-en,,
7758,যথা আজ্ঞা,কর্তব্যানুসারে যা করা উচিত,"At your service', 'As you wish', 'Your wish is my command",,HIGH,False,bn-en,,
7759,যথাকথঞ্চিত,যে কোনো উপায়ে; যে কোনো রূপে,"By any means necessary', 'By hook or by crook', 'Come hell or high water",,HIGH,False,bn-en,,
7760,যথাকথা,যথার্থ কথা; সত্যকথা,"true to one's word"", 'in truth",,HIGH,False,bn-en,,
7761,যথাতথা,যেখানে সেখানে; সর্বত্র,"Far and wide', 'All over the place",,HIGH,False,bn-en,,
7762,যথা পূর্ব তথা পর,পূর্বের মতোই অবস্থা; কোনো পরিবর্তন হয়নি,"Business as usual', 'Same as ever",,HIGH,False,bn-en,,
7763,যথারীতি,প্রচলিত প্রথা অনুযায়ী,"As usual', 'Business as usual', 'According to tradition",,HIGH,False,bn-en,,
7764,যথারুচি,ইচ্ছা বা পছন্দমত; প্রবৃত্তি অনুযায়ী; বাঞ্ছানুরূপ,"to one's liking"", 'as per taste', 'to each his own",,HIGH,False,bn-en,,
7765,যথাসর্বস্ব,সমস্ত ধনসম্পদ,"lock, stock, and barrel', 'bag and baggage",,HIGH,False,bn-en,,
7766,যথাস্থান,প্রকৃত স্থান,"in its proper place', 'back where it belongs",,HIGH,False,bn-en,,
7767,যথেচ্ছাচার,"উচ্ছৃঙ্খলতা, খুশিমতো আচার আচরণ","Acting on a whim', 'Running amok', 'Law unto oneself",,HIGH,False,bn-en,,
7768,যদি না,না যদি হয় তবুও,"if not', 'even if",,HIGH,False,bn-en,,
7769,যদি বা,যদি একান্তই যদি,"If at all', 'Even if",,HIGH,False,bn-en,,
7770,যদুবংশ,বহু পরিজনবিশিষ্ট পরিবার,"extended family', 'big clan",,HIGH,False,bn-en,,
7771,যদু-মধু,নগণ্য/সাধারণ লোক,"small fry', 'Joe Sixpack', 'common folk",,HIGH,False,bn-en,,
7772,যত্নে রত্ন মেলে,পরিশ্রম শুভফল দান করে,"Hard work pays off', 'No pains, no gains",,HIGH,False,bn-en,,
7773,যন্ত্র,যে ব্যক্তিকে কার্যসাধনের জন্য হাতিয়ারস্বরূপ ব্যবহার করা হয়,"pawn in a game', 'useful idiot', 'tool of the trade",,HIGH,False,bn-en,,
7774,যন্ত্রী,পরিচালক,"Puppet master', 'One who pulls the strings",,HIGH,False,bn-en,,
7775,যবনিকাপতন,"অবসান, সমাপ্তি, পরিসমাপ্তি","the curtain falls', 'final curtain', 'the end",,HIGH,False,bn-en,,
7776,যমদূত,মৃত্যুর ন্যায় ভীষণ সংবাদবাহক,"Messenger of doom', 'Harbinger of bad news', 'Angel of death",,HIGH,False,bn-en,,
7777,যবুথবু,আড়ষ্ট; ক্রিয়াশক্তিশূন্য; জড়সড়; নড়তে চড়তে অসমর্থ এমন; চলচ্ছক্তিশূন্য,"stiff as a board', 'paralyzed with fear', 'frozen in place",,HIGH,False,bn-en,,
7778,যমপুরী,ভয়ঙ্কর স্থান,"Hell', 'The underworld', ""The devil's domain",,HIGH,False,bn-en,,
7779,যমযন্ত্রণা,মৃত্যুকালীন কষ্টের মতো খুব কষ্ট,"A fate worse than death', 'Living hell', 'The pangs of death",,HIGH,False,bn-en,,
7780,যমে ধরা,মারা যাওয়া,"kick the bucket', ""meet one's maker"", 'the Grim Reaper calls",,HIGH,False,bn-en,,
7781,যমের অরুচি,যে সহজে মরে না; এমন দুষ্ট লোক যে যমেও ছুঁতে ঘেন্না করে; অবজ্ঞাসূচক উক্তি,"Cat with nine lives', 'Tough as nails', ""Even the devil wouldn't have him",,HIGH,False,bn-en,,
7782,যমের দক্ষিণ দুয়ার দেখা/দেখানো,মারা যাওয়া; খুন করা,"Kick the bucket (for dying)', ""Meet one's maker (for dying)"", 'Send to the grave (for killing)",,HIGH,False,bn-en,,
7783,যমের দোসর,নিষ্ঠুর ভয়ানক প্রকৃতির ব্যক্তি,"a heartless brute', 'the devil incarnate",,HIGH,False,bn-en,,
7784,যমের বাড়ি যাওয়া,মৃত্যু কামনা করে গালি দেওয়া,"Go to hell!', 'Drop dead!",,HIGH,False,bn-en,,
7785,যমের ভুল,যে মরছে না তার মৃত্যু কামনা করে গালি,"Wishing someone an early grave', 'Damning the undying",,HIGH,False,bn-en,,
7786,যশশেষ,মৃত্যু,"bite the dust', 'kick the bucket",,HIGH,False,bn-en,,
7787,যশুরে কই,যশোহরের কইমাছের মত বড়মাথাওয়ালা লোক,"Big-headed', 'Swelled head",,HIGH,False,bn-en,,
7788,যাঁহা বাহান্ন তাঁহা তিপ্পান্ন,বিশেষ কোনো তফাত নেই; এতটাই যদি করা হয় তবে আর অল্প একটু করতে দোষ কী,"In for a penny, in for a pound', 'Six of one and half a dozen of the other",,HIGH,False,bn-en,,
7789,যাচ্ছেতাই,অন্যায়/অসঙ্গত/জঘন্য/বিশ্রী ব্যাপার,"any old thing', 'nonsense', 'willy-nilly behavior",,HIGH,False,bn-en,,
7790,যা তা,খারাপ; বাজে; যেমন তেমন করে; যত্নের অভাববোধক,"anyhow', 'higgledy-piggledy', 'slipshod",,HIGH,False,bn-en,,
7791,যা নয় তাই,"অনুচিত, অসত্য বা অসম্ভব কথা","Talk nonsense', 'Spout rubbish",,HIGH,False,bn-en,,
7792,যাই যাই,যাবার উপক্রম,"all talk and no action', 'put up or shut up",,HIGH,False,bn-en,,
7793,যাওয়া-আসা,জন্মমৃত্যু,"from cradle to grave', 'life and death",,HIGH,False,bn-en,,
7794,যাক গে,উপেক্ষাসূচক উক্তি,"Let it go', 'Whatever', 'Who cares?",,HIGH,False,bn-en,,
7795,যাকে তাকে,"অজ্ঞাতকুকশীলকে, অনির্দিষ্ট লোককে","any Tom, Dick, or Harry', 'Joe Public', 'random strangers",,HIGH,False,bn-en,,
7796,যান্ত্রিক সভ্যতা,"আধুনিক সভ্যতা, যেখানে মানুষ রোবটে পরিণত","cog in the machine', 'rat race",,HIGH,False,bn-en,,
7797,যাবৎ চন্দ্র দিবাকর,যতদিন চন্দ্র ও সূর্য থাকবে; চিরকাল,"Till the end of time', 'As long as the sun and moon endure",,HIGH,False,bn-en,,
7798,যামঘোষ,"প্রহরঘোষণাকারী মোরগ, শিয়াল","sly as a fox', 'cock of the walk",,HIGH,False,bn-en,,
7799,যায় যায় অবস্থা,"প্রতিমুহূর্তে মৃত্যুর আশঙ্কা, মুমূর্ষু অবস্থা","Touch and go', ""At death's door"", ""On one's last legs",,HIGH,False,bn-en,,
7800,যারপরনাই,"অত্যধিক; অত্যন্ত, খুব, সাতিশয়","to the nth degree', 'beyond measure', 'exceedingly",,HIGH,False,bn-en,,
7801,যাহা বাহান্ন তাহা তিপ্পান্ন,অতিসামান্য পার্থক্য বা প্রভেদশূন্য; প্রায় হওয়ার কথা নয় এমন ভাব,"Six of one and half a dozen of the other', 'Close but no cigar",,HIGH,False,bn-en,,
7802,যুক্তবেণী,দুই নদীর সঙ্গমস্থল,"Confluence of rivers', 'Where two rivers meet",,HIGH,False,bn-en,,
7803,আজ্ঞে,যথা আজ্ঞা; আজ্ঞানুসারেই কাজ হবে,"At your service', 'Your wish is my command', 'As you wish",,HIGH,False,bn-en,,
7804,যে কথা সেই কাজ,কথায় ও কর্মে সঙ্গতি; বাক্য ও কর্মের অভিন্নতা; প্রতিজ্ঞা বা প্রস্তাবমত কাজ,"Walk the talk', 'Practice what you preach', 'Actions speak louder than words",,HIGH,False,bn-en,,
