"id","idiom_bn","meaning_bn","idiom_en","meaning_en","idiom_hi","meaning_hi","bridge_text","confidence","source_bn","verified"
"6795","বেড়া-আগুনে পোড়ানো","চারিদিকে আগুন জ্বেলে পুড়িয়ে মারা","Burn at the stake', 'Roast alive","","कलेजे पर साँप लोटना","To burn with jealousy or envy.","To surround with fire and burn to death","HIGH","bagdhara","False"
"6796","বেড়াজাল","বন্ধন, বেষ্টনী","caught in a web', 'red tape', 'bureaucratic maze","","","","bondage, encirclement or entrapment in restrictions","HIGH","bagdhara","False"
"6797","বেড়া নেড়ে গৃহস্থের মন জানা","গৃহস্থ সজাগ কিনা চোরের তা জানা","Testing the waters', 'Rattling the cage","","चौड़े बेंकर सोना","To be free from all worries; to be completely carefree.","To ascertain if the householder is alert or awake, from a thief's perspective","HIGH","bagdhara","False"
"6798","বেড়ার ওপর বসে","এদিকেও না ওদিকেও না; কোন পক্ষেই নেই","Sitting on the fence', 'On the fence', 'Straddling the issue","","घर की मुर्गी दाल बराबर","To undervalue what one already has; a familiar thing is not appreciated.","Neither here nor there; not committed to either side; indecisive or neutral stance","HIGH","bagdhara","False"
"6799","বেড়ে ওস্তাদ","প্রশংসায়- দক্ষ কর্মী; নিন্দায়- ওস্তাদি করতে গিয়ে কাজ নষ্ট করে","Jack of all trades, master of none', 'Bite off more than one can chew","","अपनी खिचड़ी अलग पकाना","To work in isolation; to do things in your own way without regard for others.","In praise: a skilled worker; In criticism: someone who tries to act like an expert and ends up spoiling the work","HIGH","bagdhara","False"
"6800","বেতালা","অনুপযুক্ত; কাণ্ডজ্ঞানহীন","fish out of water', 'clown in a serious setting","","अक्ल पर पत्थर पड़ना","To lose one's sense of reason; to act stupidly or irrationally.","Inappropriate; lacking sense or propriety","HIGH","bagdhara","False"
"6801","বেতো","বাতরোগগ্রস্ত","lame duck', 'rickety old thing","","एक तीर से दो निशाने लगाना","To kill two birds with one stone; to solve two problems with a single action.","afflicted with rheumatism or arthritis","HIGH","bagdhara","False"
"6802","বেঁটো ঘোড়া","অকর্মণ্য চলৎশক্তিহীন ব্যক্তি","Lame duck","","शैतान का नाम लिया, शैतान हाजिर","Speak of the devil; the person you were just talking about suddenly appears.","An inactive and powerless person","HIGH","bagdhara","False"
"6803","বেদবাক্য","অকাট্য, অলঙ্ঘনীয় উক্তি; ধ্রুব/সনাতন সত্য, বেদের নির্দেশ; অবশ্যপালনীয় আদেশ","Gospel truth', 'Set in stone', 'Inviolable law","","चौड़े बेंकर सोना","To be free from all worries; to be completely carefree.","An infallible, inviolable utterance; eternal or permanent truth, directive from the Vedas; a command that must be strictly obeyed","HIGH","bagdhara","False"
"6804","বেদে-কোরানে আছে","শাস্ত্রের দোহাই দিয়ে অন্যায় কাজকে সমর্থন","The devil can cite Scripture for his purpose', ""Twisting the Bible to fit one's agenda","","","","Justifying unjust actions by citing religious scriptures","HIGH","bagdhara","False"
"6805","বেদে-কোরানে নাই","শাস্ত্রের দোহাই দিয়ে ন্যায়সঙ্গত কাজকে অস্বীকার করা","Not in the Bible', 'Against the teachings of the holy books","","शैतान का नाम लिया, शैतान हाजिर","Speak of the devil; the person you were just talking about suddenly appears.","To deny or reject a just action by citing religious scriptures","HIGH","bagdhara","False"
"6806","বেদম","দম ফুরিয়ে গেছে এমন, মৃতপ্রায়","out of breath', 'gasping for air', 'beat to a pulp","","","","breathless, exhausted, on the verge of death","HIGH","bagdhara","False"
"6807","বেধড়ক","অপরিমিত, নির্বিচারে","pell-mell', 'haphazardly', 'without rhyme or reason","","अपनी खिचड़ी अलग पकाना","To work in isolation; to do things in your own way without regard for others.","indiscriminately, without restraint or discrimination","HIGH","bagdhara","False"
"6808","বেনাবনে মুক্তা ছড়ানো","অপাত্রে উত্তমবস্তু বা উপদেশ দান; উত্তমবস্তুর অপব্যবহার","Casting pearls before swine","","अपनी खिचड़ी अलग पकाना","To work in isolation; to do things in your own way without regard for others.","Giving valuable items or advice to unworthy recipients; misuse or wastage of precious things","HIGH","bagdhara","False"
"6809","বেনে","প্রবল ব্যবসায়ীবুদ্ধিযুক্ত লোক; লাভ লোকসান সম্পর্কে মাত্রাতিরিক্ত সতর্ক লোক","Shrewd businessman', 'Sharp operator', 'Penny wise and pound foolish","","शैतान का नाम लिया, शैतान हाजिर","Speak of the devil; the person you were just talking about suddenly appears.","A person with strong business acumen; someone excessively cautious about profit and loss","HIGH","bagdhara","False"
